年度,区分１,区分２,区分３,区分順序１,区分順序２,区分順序３,決算額（千円）,決算額（億円）
2024,諸支出金,公営企業費,公営企業費,14,2,1,"29,260,604",293
2024,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2024,利子割交付金,利子割交付金,利子割交付金,16,1,1,"8,315,120",83
2024,配当割交付金,配当割交付金,配当割交付金,17,1,1,"42,895,864",429
2024,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"62,693,334",627
2024,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,19,1,1,0,0
2024,地方消費税交付金,地方消費税交付金,地方消費税交付金,20,1,1,"389,891,694","3,899"
2024,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,21,1,1,"442,973",4
2024,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,"75,643",1
2024,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2024,自動車税環境性能割交付金,自動車税環境性能割交付金,自動車税環境性能割交付金,24,1,1,"8,157,153",82
2024,法人事業税交付金,法人事業税交付金,法人事業税交付金,25,1,1,"17,938,667",179
2024,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,26,1,1,"1,259,932,193","12,599"
