年度,区分１,区分２,区分３,区分順序１,区分順序２,区分順序３,決算額（千円）,決算額（億円）
2016,農林水産業費,農地費,農地費,6,3,1,"604,747",6
2016,農林水産業費,林業費,林業費,6,4,1,"5,138,909",51
2016,農林水産業費,水産業費,水産業費,6,5,1,"9,526,941",95
2016,商工費,商業費,商業費,7,1,1,"217,912,317","2,179"
2016,商工費,工鉱業費,工鉱業費,7,2,1,"137,396,222","1,374"
2016,商工費,観光費,観光費,7,3,1,"18,066,424",181
2016,土木費,土木管理費,土木管理費,8,1,1,"18,653,363",187
2016,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"214,829,338","2,148"
2016,土木費,河川海岸費,河川海岸費,8,3,1,"50,817,535",508
2016,土木費,港湾費,港湾費,8,4,1,"56,813,480",568
2016,土木費,都市計画費,街路費,8,5,1,"130,888,887","1,309"
2016,土木費,都市計画費,公園費,8,5,2,"42,703,808",427
2016,土木費,都市計画費,下水道費,8,5,3,"165,072,970","1,651"
2016,土木費,都市計画費,区画整理費,8,5,4,"96,690,308",967
2016,土木費,住宅費,住宅費,8,6,1,"129,854,878","1,299"
2016,土木費,空港費,空港費,8,7,1,"3,103,497",31
2016,警察費,警察費,警察費,9,1,1,"623,195,717","6,232"
2016,消防費,消防費,消防費,10,1,1,"225,507,676","2,255"
2016,教育費,教育総務費,教育総務費,11,1,1,"241,307,516","2,413"
2016,教育費,小学校費,小学校費,11,2,1,"282,503,141","2,825"
2016,教育費,中学校費,中学校費,11,3,1,"150,160,532","1,502"
2016,教育費,高等学校費,高等学校費,11,4,1,"152,248,259","1,522"
2016,教育費,特別支援学校費,特別支援学校費,11,5,1,"88,203,955",882
2016,教育費,幼稚園費,幼稚園費,11,6,1,"31,143",0
2016,教育費,社会教育費,社会教育費,11,7,1,"11,580,099",116
2016,教育費,保健体育費,体育施設費,11,8,1,"77,733,946",777
2016,教育費,保健体育費,学校給食費,11,8,2,"2,645,178",26
2016,教育費,大学費,大学費,11,9,1,"21,585,724",216
2016,教育費,特殊学校費,特殊学校費,11,10,1,0,0
2016,災害復旧費,農林水産施設,農地,12,1,1,0,0
2016,災害復旧費,農林水産施設,農業用施設,12,1,2,"43,515",0
2016,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,247,747",12
2016,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2016,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2016,災害復旧費,農林水産施設,その他,12,1,6,0,0
2016,災害復旧費,農林水産施設,農林水産施設,12,1,7,0,0
2016,災害復旧費,公共土木施設,河川,12,2,1,"2,999,315",30
2016,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2016,災害復旧費,公共土木施設,道路,12,2,3,0,0
2016,災害復旧費,公共土木施設,港湾,12,2,4,0,0
2016,災害復旧費,公共土木施設,漁港,12,2,5,0,0
2016,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2016,災害復旧費,公共土木施設,公園,12,2,7,0,0
2016,災害復旧費,公共土木施設,その他,12,2,8,0,0
2016,災害復旧費,公共土木施設,公共土木施設,12,2,9,0,0
2016,災害復旧費,その他,公立学校,12,3,1,0,0
2016,災害復旧費,その他,公営住宅,12,3,2,0,0
2016,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2016,災害復旧費,その他,その他,12,3,4,0,0
2016,公債費,公債費,公債費,13,1,1,"476,023,434","4,760"
2016,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
2016,諸支出金,公営企業費,公営企業費,14,2,1,"25,243,135",252
2016,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2016,利子割交付金,利子割交付金,利子割交付金,16,1,1,"4,928,549",49
2016,配当割交付金,配当割交付金,配当割交付金,17,1,1,"16,102,668",161
2016,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"9,389,419",94
2016,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"316,326,102","3,163"
2016,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"456,391",5
2016,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2016,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,"9,273,684",93
2016,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2016,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"987,804,199","9,878"
2017,議会費,議会費,議会費,1,1,1,"4,939,956",49
2017,総務費,総務管理費,総務管理費,2,1,1,"406,770,762","4,068"
2017,総務費,企画費,企画費,2,2,1,"3,262,937",33
2017,総務費,徴税費,徴税費,2,3,1,"68,750,724",688
2017,総務費,市町村振興費,市町村振興費,2,4,1,"83,291,753",833
2017,総務費,選挙費,選挙費,2,5,1,"10,979,494",110
2017,総務費,防災費,防災費,2,6,1,"10,066,985",101
2017,総務費,統計調査費,統計調査費,2,7,1,"1,771,675",18
2017,総務費,人事委員会費,人事委員会費,2,8,1,"848,193",8
2017,総務費,監査委員費,監査委員費,2,9,1,"931,482",9
2017,民生費,社会福祉費,社会福祉費,3,1,1,"326,806,199","3,268"
2017,民生費,老人福祉費,老人福祉費,3,2,1,"319,704,469","3,197"
2017,民生費,児童福祉費,児童福祉費,3,3,1,"296,573,591","2,966"
2017,民生費,生活保護費,生活保護費,3,4,1,"23,143,621",231
2017,民生費,災害救助費,災害救助費,3,5,1,"1,146,310",11
2017,衛生費,公衆衛生費,公衆衛生費,4,1,1,"91,956,630",920
2017,衛生費,結核対策費,結核対策費,4,2,1,"395,484",4
2017,衛生費,精神衛生費,精神衛生費,4,3,1,"7,216,297",72
2017,衛生費,環境衛生費,環境衛生費,4,4,1,"39,151,658",392
2017,衛生費,清掃費,清掃費,4,5,1,"19,928,421",199
2017,衛生費,保健所費,保健所費,4,6,1,"5,784,968",58
2017,衛生費,医薬費,医薬費,4,7,1,"55,093,121",551
2017,労働費,労政費,労政費,5,1,1,"22,525,135",225
2017,労働費,職業訓練費,職業訓練費,5,2,1,"9,224,027",92
2017,労働費,失業対策費,失業対策費,5,3,1,0,0
2017,労働費,労働委員会費,労働委員会費,5,4,1,"597,517",6
2017,農林水産業費,農業費,農業費,6,1,1,"4,467,516",45
2017,農林水産業費,畜産業費,畜産業費,6,2,1,"793,153",8
2017,農林水産業費,農地費,農地費,6,3,1,"636,493",6
2017,農林水産業費,林業費,林業費,6,4,1,"4,597,723",46
2017,農林水産業費,水産業費,水産業費,6,5,1,"8,506,374",85
2017,商工費,商業費,商業費,7,1,1,"211,915,945","2,119"
2017,商工費,工鉱業費,工鉱業費,7,2,1,"109,931,049","1,099"
2017,商工費,観光費,観光費,7,3,1,"18,244,887",182
2017,土木費,土木管理費,土木管理費,8,1,1,"17,364,851",174
2017,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"143,615,654","1,436"
2017,土木費,河川海岸費,河川海岸費,8,3,1,"55,657,743",557
2017,土木費,港湾費,港湾費,8,4,1,"78,575,564",786
2017,土木費,都市計画費,街路費,8,5,1,"137,118,722","1,371"
2017,土木費,都市計画費,公園費,8,5,2,"42,916,541",429
2017,土木費,都市計画費,下水道費,8,5,3,"167,896,344","1,679"
2017,土木費,都市計画費,区画整理費,8,5,4,"80,708,262",807
2017,土木費,住宅費,住宅費,8,6,1,"119,301,671","1,193"
2017,土木費,空港費,空港費,8,7,1,"2,436,866",24
2017,警察費,警察費,警察費,9,1,1,"621,033,959","6,210"
2017,消防費,消防費,消防費,10,1,1,"229,883,281","2,299"
2017,教育費,教育総務費,教育総務費,11,1,1,"252,134,814","2,521"
2017,教育費,小学校費,小学校費,11,2,1,"289,426,274","2,894"
2017,教育費,中学校費,中学校費,11,3,1,"150,584,120","1,506"
2017,教育費,高等学校費,高等学校費,11,4,1,"151,654,120","1,517"
2017,教育費,特別支援学校費,特別支援学校費,11,5,1,"86,086,190",861
2017,教育費,幼稚園費,幼稚園費,11,6,1,"53,715",1
2017,教育費,社会教育費,社会教育費,11,7,1,"8,166,833",82
2017,教育費,保健体育費,体育施設費,11,8,1,"52,822,528",528
2017,教育費,保健体育費,学校給食費,11,8,2,"2,750,753",28
2017,教育費,大学費,大学費,11,9,1,"20,921,971",209
2017,教育費,特殊学校費,特殊学校費,11,10,1,0,0
2017,災害復旧費,農林水産施設,農地,12,1,1,0,0
2017,災害復旧費,農林水産施設,農業用施設,12,1,2,"94,664",1
2017,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,099,383",11
2017,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2017,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2017,災害復旧費,農林水産施設,その他,12,1,6,0,0
2017,災害復旧費,農林水産施設,農林水産施設,12,1,7,0,0
2017,災害復旧費,公共土木施設,河川,12,2,1,"20,703",0
2017,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2017,災害復旧費,公共土木施設,道路,12,2,3,0,0
2017,災害復旧費,公共土木施設,港湾,12,2,4,0,0
2017,災害復旧費,公共土木施設,漁港,12,2,5,"12,000",0
2017,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2017,災害復旧費,公共土木施設,公園,12,2,7,0,0
2017,災害復旧費,公共土木施設,その他,12,2,8,0,0
2017,災害復旧費,公共土木施設,公共土木施設,12,3,9,0,0
2017,災害復旧費,その他,公立学校,12,3,1,0,0
2017,災害復旧費,その他,公営住宅,12,3,2,0,0
2017,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2017,災害復旧費,その他,その他,12,3,4,0,0
2017,公債費,公債費,公債費,13,1,1,"557,091,831","5,571"
2017,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
2017,諸支出金,公営企業費,公営企業費,14,2,1,"26,907,940",269
2017,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2017,利子割交付金,利子割交付金,利子割交付金,16,1,1,"5,296,661",53
2017,配当割交付金,配当割交付金,配当割交付金,17,1,1,"21,845,567",218
2017,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"21,954,267",220
2017,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"323,682,490","3,237"
2017,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"445,520",4
2017,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2017,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,"11,655,566",117
2017,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2017,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"976,299,046","9,763"
2017,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,25,1,1,0,0
2017,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,26,1,1,0,0
2018,議会費,議会費,議会費,1,1,1,"4,974,341",50
2018,総務費,総務管理費,総務管理費,2,1,1,"323,456,227","3,235"
2018,総務費,企画費,企画費,2,2,1,"3,708,450",37
2018,総務費,徴税費,徴税費,2,3,1,"71,424,203",714
2018,総務費,市町村振興費,市町村振興費,2,4,1,"90,725,818",907
2018,総務費,選挙費,選挙費,2,5,1,"355,966",4
2018,総務費,防災費,防災費,2,6,1,"9,572,825",96
2018,総務費,統計調査費,統計調査費,2,7,1,"2,195,004",22
2018,総務費,人事委員会費,人事委員会費,2,8,1,"864,777",9
2018,総務費,監査委員費,監査委員費,2,9,1,"931,841",9
2018,民生費,社会福祉費,社会福祉費,3,1,1,"310,256,435","3,103"
2018,民生費,老人福祉費,老人福祉費,3,2,1,"336,607,603","3,366"
2018,民生費,児童福祉費,児童福祉費,3,3,1,"310,081,141","3,101"
2018,民生費,生活保護費,生活保護費,3,4,1,"22,293,688",223
2018,民生費,災害救助費,災害救助費,3,5,1,"647,294",6
2018,衛生費,公衆衛生費,公衆衛生費,4,1,1,"84,240,456",842
2018,衛生費,結核対策費,結核対策費,4,2,1,"376,712",4
2018,衛生費,精神衛生費,精神衛生費,4,3,1,"6,904,358",69
2018,衛生費,環境衛生費,環境衛生費,4,4,1,"32,578,554",326
2018,衛生費,清掃費,清掃費,4,5,1,"19,538,516",195
2018,衛生費,保健所費,保健所費,4,6,1,"6,711,442",67
2018,衛生費,医薬費,医薬費,4,7,1,"51,979,767",520
2018,労働費,労政費,労政費,5,1,1,"17,758,131",178
2018,労働費,職業訓練費,職業訓練費,5,2,1,"9,426,984",94
2018,労働費,失業対策費,失業対策費,5,3,1,0,0
2018,労働費,労働委員会費,労働委員会費,5,4,1,"607,156",6
2018,農林水産業費,農業費,農業費,6,1,1,"4,278,968",43
2018,農林水産業費,畜産業費,畜産業費,6,2,1,"1,084,082",11
2018,農林水産業費,農地費,農地費,6,3,1,"615,033",6
2018,農林水産業費,林業費,林業費,6,4,1,"4,779,997",48
2018,農林水産業費,水産業費,水産業費,6,5,1,"8,532,093",85
2018,商工費,商業費,商業費,7,1,1,"241,886,202","2,419"
2018,商工費,工鉱業費,工鉱業費,7,2,1,"119,127,779","1,191"
2018,商工費,観光費,観光費,7,3,1,"18,576,919",186
2018,土木費,土木管理費,土木管理費,8,1,1,"16,809,829",168
2018,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"137,737,728","1,377"
2018,土木費,河川海岸費,河川海岸費,8,3,1,"57,492,952",575
2018,土木費,港湾費,港湾費,8,4,1,"85,774,725",858
2018,土木費,都市計画費,街路費,8,5,1,"141,759,272","1,418"
2018,土木費,都市計画費,公園費,8,5,2,"63,644,745",636
2018,土木費,都市計画費,下水道費,8,5,3,"166,692,952","1,667"
2018,土木費,都市計画費,区画整理費,8,5,4,"89,321,016",893
2018,土木費,住宅費,住宅費,8,6,1,"126,929,580","1,269"
2018,土木費,空港費,空港費,8,7,1,"3,363,748",34
2018,警察費,警察費,警察費,9,1,1,"627,093,487","6,271"
2018,消防費,消防費,消防費,10,1,1,"231,786,037","2,318"
2018,教育費,教育総務費,教育総務費,11,1,1,"250,288,868","2,503"
2018,教育費,小学校費,小学校費,11,2,1,"300,906,964","3,009"
2018,教育費,中学校費,中学校費,11,3,1,"151,295,926","1,513"
2018,教育費,高等学校費,高等学校費,11,4,1,"157,995,646","1,580"
2018,教育費,特別支援学校費,特別支援学校費,11,5,1,"94,954,201",950
2018,教育費,幼稚園費,幼稚園費,11,6,1,"90,226",1
2018,教育費,社会教育費,社会教育費,11,7,1,"9,653,286",97
2018,教育費,保健体育費,体育施設費,11,8,1,"79,362,246",794
2018,教育費,保健体育費,学校給食費,11,8,2,"2,888,811",29
2018,教育費,大学費,大学費,11,9,1,"21,513,001",215
2018,教育費,特殊学校費,特殊学校費,11,10,1,0,0
2018,災害復旧費,農林水産施設,農地,12,1,1,0,0
2018,災害復旧費,農林水産施設,農業用施設,12,1,2,"148,776",1
2018,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,187,238",12
2018,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2018,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2018,災害復旧費,農林水産施設,その他,12,1,6,0,0
2018,災害復旧費,農林水産施設,農林水産施設,12,1,7,0,0
2018,災害復旧費,公共土木施設,河川,12,2,1,335,0
2018,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2018,災害復旧費,公共土木施設,道路,12,2,3,0,0
2018,災害復旧費,公共土木施設,港湾,12,2,4,"36,750",0
2018,災害復旧費,公共土木施設,漁港,12,2,5,"134,933",1
2018,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2018,災害復旧費,公共土木施設,公園,12,2,7,0,0
2018,災害復旧費,公共土木施設,その他,12,2,8,0,0
2018,災害復旧費,公共土木施設,公共土木施設,12,2,9,0,0
2018,災害復旧費,その他,公立学校,12,3,1,0,0
2018,災害復旧費,その他,公営住宅,12,3,2,0,0
2018,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2018,災害復旧費,その他,その他,12,3,4,0,0
2018,公債費,公債費,公債費,13,1,1,"474,473,759","4,745"
2018,諸支出金,普通財産取得費,普通財産取得費,14,1,1,"542,273,764","5,423"
2018,諸支出金,公営企業費,公営企業費,14,2,1,"29,391,205",294
2018,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2018,利子割交付金,利子割交付金,利子割交付金,16,1,1,"5,661,621",57
2018,配当割交付金,配当割交付金,配当割交付金,17,1,1,"18,872,322",189
2018,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"15,418,786",154
2018,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"276,135,573","2,761"
2018,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"441,704",4
2018,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2018,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,"12,218,064",122
2018,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2018,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"1,068,163,142","10,682"
2018,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,25,1,1,0,0
2018,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,26,1,1,0,0
2019,議会費,議会費,議会費,1,1,1,"5,019,607",50
2019,総務費,総務管理費,総務管理費,2,1,1,"647,563,537","6,476"
2019,総務費,企画費,企画費,2,2,1,"4,816,644",48
2019,総務費,徴税費,徴税費,2,3,1,"68,480,841",685
2019,総務費,市町村振興費,市町村振興費,2,4,1,"94,042,148",940
2019,総務費,選挙費,選挙費,2,5,1,"5,436,267",54
2019,総務費,防災費,防災費,2,6,1,"11,584,254",116
2019,総務費,統計調査費,統計調査費,2,7,1,"1,992,626",20
2019,総務費,人事委員会費,人事委員会費,2,8,1,"841,005",8
2019,総務費,監査委員費,監査委員費,2,9,1,"916,441",9
2019,民生費,社会福祉費,社会福祉費,3,1,1,"376,547,848","3,765"
2019,民生費,老人福祉費,老人福祉費,3,2,1,"345,235,409","3,452"
2019,民生費,児童福祉費,児童福祉費,3,3,1,"348,215,319","3,482"
2019,民生費,生活保護費,生活保護費,3,4,1,"21,794,968",218
2019,民生費,災害救助費,災害救助費,3,5,1,"5,135,966",51
2019,衛生費,公衆衛生費,公衆衛生費,4,1,1,"90,130,317",901
2019,衛生費,結核対策費,結核対策費,4,2,1,"355,864",4
2019,衛生費,精神衛生費,精神衛生費,4,3,1,"7,244,156",72
2019,衛生費,環境衛生費,環境衛生費,4,4,1,"76,855,321",769
2019,衛生費,清掃費,清掃費,4,5,1,"20,426,029",204
2019,衛生費,保健所費,保健所費,4,6,1,"5,510,957",55
2019,衛生費,医薬費,医薬費,4,7,1,"51,485,311",515
2019,労働費,労政費,労政費,5,1,1,"21,806,708",218
2019,労働費,職業訓練費,職業訓練費,5,2,1,"9,883,709",99
2019,労働費,失業対策費,失業対策費,5,3,1,0,0
2019,労働費,労働委員会費,労働委員会費,5,4,1,"601,180",6
2019,農林水産業費,農業費,農業費,6,1,1,"5,026,592",50
2019,農林水産業費,畜産業費,畜産業費,6,2,1,"2,513,482",25
2019,農林水産業費,農地費,農地費,6,3,1,"847,774",8
2019,農林水産業費,林業費,林業費,6,4,1,"5,064,033",51
2019,農林水産業費,水産業費,水産業費,6,5,1,"7,892,879",79
2019,商工費,商業費,商業費,7,1,1,"293,934,448","2,939"
2019,商工費,工鉱業費,工鉱業費,7,2,1,"129,730,979","1,297"
2019,商工費,観光費,観光費,7,3,1,"21,220,631",212
2019,土木費,土木管理費,土木管理費,8,1,1,"49,280,111",493
2019,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"139,875,940","1,399"
2019,土木費,河川海岸費,河川海岸費,8,3,1,"63,631,881",636
2019,土木費,港湾費,港湾費,8,4,1,"77,311,442",773
2019,土木費,都市計画費,街路費,8,5,1,"132,013,696","1,320"
2019,土木費,都市計画費,公園費,8,5,2,"53,524,431",535
2019,土木費,都市計画費,下水道費,8,5,3,"159,372,727","1,594"
2019,土木費,都市計画費,区画整理費,8,5,4,"86,493,968",865
2019,土木費,住宅費,住宅費,8,6,1,"123,816,042","1,238"
2019,土木費,空港費,空港費,8,7,1,"2,699,039",27
2019,警察費,警察費,警察費,9,1,1,"642,702,704","6,427"
2019,消防費,消防費,消防費,10,1,1,"242,534,217","2,425"
2019,教育費,教育総務費,教育総務費,11,1,1,"257,973,871","2,580"
2019,教育費,小学校費,小学校費,11,2,1,"302,534,114","3,025"
2019,教育費,中学校費,中学校費,11,3,1,"150,528,824","1,505"
2019,教育費,高等学校費,高等学校費,11,4,1,"160,144,024","1,601"
2019,教育費,特別支援学校費,特別支援学校費,11,5,1,"94,306,162",943
2019,教育費,幼稚園費,幼稚園費,11,6,1,"169,778",2
2019,教育費,社会教育費,社会教育費,11,7,1,"8,563,266",86
2019,教育費,保健体育費,体育施設費,11,8,1,"272,561,611","2,726"
2019,教育費,保健体育費,学校給食費,11,8,2,"2,928,949",29
2019,教育費,大学費,大学費,11,9,1,"21,007,667",210
2019,教育費,特殊学校費,特殊学校費,11,10,1,0,0
2019,災害復旧費,農林水産施設,農地,12,1,1,0,0
2019,災害復旧費,農林水産施設,農業用施設,12,1,2,"373,804",4
2019,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,048,249",10
2019,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2019,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2019,災害復旧費,農林水産施設,その他,12,1,6,0,0
2019,災害復旧費,農林水産施設,農林水産施設,12,1,7,0,0
2019,災害復旧費,公共土木施設,河川,12,2,1,"138,300",1
2019,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2019,災害復旧費,公共土木施設,道路,12,2,3,"202,600",2
2019,災害復旧費,公共土木施設,港湾,12,2,4,"701,098",7
2019,災害復旧費,公共土木施設,漁港,12,2,5,0,0
2019,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2019,災害復旧費,公共土木施設,公園,12,2,7,0,0
2019,災害復旧費,公共土木施設,その他,12,2,8,0,0
2019,災害復旧費,公共土木施設,公共土木施設,12,2,9,0,0
2019,災害復旧費,その他,公立学校,12,3,1,0,0
2019,災害復旧費,その他,公営住宅,12,3,2,0,0
2019,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2019,災害復旧費,その他,その他,12,3,4,0,0
2019,公債費,公債費,公債費,13,1,1,"406,028,418","4,060"
2019,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
2019,諸支出金,公営企業費,公営企業費,14,2,1,"29,422,191",294
2019,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2019,利子割交付金,利子割交付金,利子割交付金,16,1,1,"4,287,026",43
2019,配当割交付金,配当割交付金,配当割交付金,17,1,1,"21,336,041",213
2019,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"13,183,582",132
2019,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"264,293,805","2,643"
2019,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"435,075",4
2019,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2019,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,"6,142,011",61
2019,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2019,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"1,099,225,769","10,992"
2019,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,25,1,1,0,0
2019,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,26,1,1,0,0
2019,自動車税環境性能割交付金,自動車税環境性能割交付金,自動車税環境性能割交付金,27,1,1,"2,169,073",22
2020,議会費,議会費,議会費,1,1,1,"5,099,661",51
2020,総務費,総務管理費,総務管理費,2,1,1,"369,050,124","3,691"
2020,総務費,企画費,企画費,2,2,1,"6,372,665",64
2020,総務費,徴税費,徴税費,2,3,1,"70,199,459",702
2020,総務費,市町村振興費,市町村振興費,2,4,1,"165,322,401","1,653"
2020,総務費,選挙費,選挙費,2,5,1,"5,899,275",59
2020,総務費,防災費,防災費,2,6,1,"11,860,251",119
2020,総務費,統計調査費,統計調査費,2,7,1,"8,527,332",85
2020,総務費,人事委員会費,人事委員会費,2,8,1,"887,062",9
2020,総務費,監査委員費,監査委員費,2,9,1,"905,075",9
2020,民生費,社会福祉費,社会福祉費,3,1,1,"572,104,516","5,721"
2020,民生費,老人福祉費,老人福祉費,3,2,1,"378,311,509","3,783"
2020,民生費,児童福祉費,児童福祉費,3,3,1,"368,726,854","3,687"
2020,民生費,生活保護費,生活保護費,3,4,1,"21,610,470",216
2020,民生費,災害救助費,災害救助費,3,5,1,"1,114,314",11
2020,衛生費,公衆衛生費,公衆衛生費,4,1,1,"401,328,162","4,013"
2020,衛生費,結核対策費,結核対策費,4,2,1,"336,698",3
2020,衛生費,精神衛生費,精神衛生費,4,3,1,"6,621,349",66
2020,衛生費,環境衛生費,環境衛生費,4,4,1,"50,207,726",502
2020,衛生費,清掃費,清掃費,4,5,1,"23,280,196",233
2020,衛生費,保健所費,保健所費,4,6,1,"6,964,523",70
2020,衛生費,医薬費,医薬費,4,7,1,"55,051,914",551
2020,労働費,労政費,労政費,5,1,1,"71,523,545",715
2020,労働費,職業訓練費,職業訓練費,5,2,1,"14,243,619",142
2020,労働費,失業対策費,失業対策費,5,3,1,0,0
2020,労働費,労働委員会費,労働委員会費,5,4,1,"604,473",6
2020,農林水産業費,農業費,農業費,6,1,1,"5,155,688",52
2020,農林水産業費,畜産業費,畜産業費,6,2,1,"3,753,623",38
2020,農林水産業費,農地費,農地費,6,3,1,"2,826,366",28
2020,農林水産業費,林業費,林業費,6,4,1,"4,951,617",50
2020,農林水産業費,水産業費,水産業費,6,5,1,"8,267,556",83
2020,商工費,商業費,商業費,7,1,1,"961,025,278","9,610"
2020,商工費,工鉱業費,工鉱業費,7,2,1,"315,808,988","3,158"
2020,商工費,観光費,観光費,7,3,1,"20,541,651",205
2020,土木費,土木管理費,土木管理費,8,1,1,"16,637,245",166
2020,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"134,202,555","1,342"
2020,土木費,河川海岸費,河川海岸費,8,3,1,"65,317,957",653
2020,土木費,港湾費,港湾費,8,4,1,"58,356,832",584
2020,土木費,都市計画費,街路費,8,5,1,"148,072,054","1,481"
2020,土木費,都市計画費,公園費,8,5,2,"42,582,318",426
2020,土木費,都市計画費,下水道費,8,5,3,"164,402,620","1,644"
2020,土木費,都市計画費,区画整理費,8,5,4,"74,322,699",743
2020,土木費,住宅費,住宅費,8,6,1,"110,473,420","1,105"
2020,土木費,空港費,空港費,8,7,1,"3,325,942",33
2020,警察費,警察費,警察費,9,1,1,"632,615,111","6,326"
2020,消防費,消防費,消防費,10,1,1,"233,617,734","2,336"
2020,教育費,教育総務費,教育総務費,11,1,1,"275,423,847","2,754"
2020,教育費,小学校費,小学校費,11,2,1,"309,629,509","3,096"
2020,教育費,中学校費,中学校費,11,3,1,"151,414,247","1,514"
2020,教育費,高等学校費,高等学校費,11,4,1,"154,687,771","1,547"
2020,教育費,特別支援学校費,特別支援学校費,11,5,1,"99,279,294",993
2020,教育費,幼稚園費,幼稚園費,11,6,1,"243,317",2
2020,教育費,社会教育費,社会教育費,11,7,1,"7,957,238",80
2020,教育費,保健体育費,体育施設費,11,8,1,"176,280,018","1,763"
