公金支出情報（令和　７年　４月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,支払額（円）
総務局,人事部,人事課,令和07年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費　一般需用費,複数の少額支払案件に係る前渡金の準備（4月),"170,000 "
総務局,人事部,人事課,令和07年04月09日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る前渡金の準備（4月),"100,000 "
総務局,人事部,人事課,令和07年04月09日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数の少額支払案件に係る前渡金の準備（4月),"30,000 "
総務局,人事部,人事課,令和07年04月28日,一般会計,総務費,総務管理費,総務管理費,負担金補助及交付金,公共経営人材育成プログラムの支出（R7前期授業料）,"260,400 "
総務局,人事部,人事課,令和07年04月28日,一般会計,総務費,総務管理費,総務管理費,役務費,LINE公式アカウント開設に係る使用料の支出（３月）,270 
総務局,人事部,人事課,令和07年04月28日,一般会計,総務費,総務管理費,総務管理費,役務費,後納郵便料金の支出（３月）,136 
総務局,人事部,人事課,令和07年04月30日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,Ｒ７教育研修機関派遣研修実施に係る授業料の支出,"1,260,000 "
総務局,人事部,人事課,令和07年04月30日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,R7東京都職員人材育成事業交付金の支出（第１四半期）,"400,162,000 "
総務局,人事部,人事課,令和07年04月30日,一般会計,総務費,デジタルサービス費,管理費,負担金補助及交付金,R7東京都人材育成事業交付金の支出（第１四半期）,"3,807,000 "
総務局,人事部,人事課,令和07年04月30日,一般会計,総務費,デジタルサービス費,管理費,負担金補助及交付金,R7東京都人材育成事業交付金の支出（第１四半期）,"4,356,000 "
総務局,人事部,人事課,令和07年04月30日,一般会計,総務費,総務管理費,総務管理費,役務費,LINE WORKSの使用に係る使用料の支出（３月）,330 
総務局,人事部,人事課,令和07年04月30日,一般会計,総務費,総務管理費,職員研修費,旅費　普通旅費,R7海外研修「大学院派遣P（公募）」研修生旅費の支出,"827,008 "
総務局,人事部,人事課,令和07年04月30日,一般会計,総務費,総務管理費,職員研修費,旅費　普通旅費,R7海外研修「大学院派遣P（公募）」研修生旅費の支出,"544,528 "
総務局,人事部,職員支援課,令和07年04月16日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,令和７年度　産業医の傷害保険の更新に伴う経費支出,"1,237,500 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃借に係る経費の支出について（４月分）,"314,049 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃借に係る経費の支出について（４月分）,"122,743 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃借に係る経費の支出について（４月分）,"673,152 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃借に係る経費の支出について（４月分）,"263,094 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃借に係る経費の支出について（５月分）,"314,049 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃借に係る経費の支出について（５月分）,"122,743 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃借に係る経費の支出について（５月分）,"673,152 "
総務局,人事部,職員支援課,令和07年04月24日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃借に係る経費の支出について（５月分）,"263,094 "
総務局,人事部,職員支援課,令和07年04月25日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,令和7年度都庁内保育施設運営交付金支出（第1四半期）,"48,863,000 "
総務局,人事部,職員支援課,令和07年04月25日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,令和7年度都庁内保育施設運営交付金支出（第1四半期）,"48,000 "
総務局,人事部,職員支援課,令和07年04月28日,一般会計,総務費,総務管理費,福利厚生費,需用費　一般需用費,少額支払案件に係る資金前途について（４月分）,"150,000 "
総務局,人事部,職員支援課,令和07年04月28日,一般会計,総務費,総務管理費,福利厚生費,役務費,少額支払案件に係る資金前途について（４月分）,"10,000 "
総務局,人事部,職員事務課,令和07年04月21日,一般会計,総務費,総務管理費,総務管理費,需用費　一般需用費,少額支払案件に係る資金前渡について（４月分）,"250,000 "
総務局,人事部,職員事務課,令和07年04月21日,一般会計,総務費,総務管理費,総務管理費,役務費,少額支払案件に係る資金前渡について（４月分）,"50,000 "
総務局,人事部,職員事務課,令和07年04月24日,一般会計,総務費,総務管理費,総務管理費,旅費　特別旅費,赴任旅費の支出（令和７年４月受領分⑦）,"274,645 "
総務局,人事部,職員事務課,令和07年04月25日,一般会計,総務費,総務管理費,総務管理費,旅費　特別旅費,赴任旅費の支出（令和７年４月⑨）,"1,018,329 "
総務局,人事部,職員事務課,令和07年04月28日,一般会計,総務費,総務管理費,総務管理費,旅費　特別旅費,赴任旅費の支出（令和７年４月受領分⑧）,"685,918 "
総務局,人事部,職員事務課,令和07年04月28日,一般会計,総務費,総務管理費,総務管理費,旅費　特別旅費,赴任旅費の支出(令和７年４月受領分⑩）,"757,443 "
総務局,コンプライアンス推進部,コンプライアンス推進課,令和07年04月14日,一般会計,総務費,総務管理費,総務管理費,需用費　一般需用費,複数の少額支払案件に係る資金前渡（一般需用費）,"200,000 "
総務局,コンプライアンス推進部,コンプライアンス推進課,令和07年04月14日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡（役務費）,"20,000 "
総務局,行政部,振興企画課,令和07年04月04日,一般会計,総務費,区市町村振興費,管理費,需用費　一般需用費,複数の少額支払案件に係る前渡金の支出（４月分）,"170,000 "
総務局,行政部,振興企画課,令和07年04月04日,一般会計,総務費,区市町村振興費,管理費,役務費,複数の少額支払案件に係る前渡金の支出（４月分）,"60,000 "
総務局,行政部,振興企画課,令和07年04月04日,一般会計,総務費,区市町村振興費,管理費,使用料及賃借料,複数の少額支払案件に係る前渡金の支出（４月分）,"20,000 "
総務局,行政部,振興企画課,令和07年04月18日,一般会計,総務費,区市町村振興費,管理費,旅費　普通旅費,小笠原振興開発事業等調査に係る旅費（概算払）,"968,186 "
総務局,行政部,振興企画課,令和07年04月28日,一般会計,総務費,区市町村振興費,管理費,役務費,光回線使用料に係る経費の支出（４月請求分）,"47,520 "
総務局,行政部,振興企画課,令和07年04月30日,特別区財政調整会計,特別区交付金,特別区財政調整交付金,普通交付金,負担金補助及交付金,令和7年度特別区財政調整交付金の支出(令和7年4月分),"79,731,063,000 "
総務局,総合防災部,防災管理課,令和07年04月10日,一般会計,総務費,防災管理費,防災指導費,需用費　一般需用費,複数の少額支払案件に係る経費支出（令和７年４月分）,"140,000 "
総務局,総合防災部,防災管理課,令和07年04月10日,一般会計,総務費,防災管理費,防災指導費,役務費,複数の少額支払案件に係る経費支出（令和７年４月分）,"100,000 "
総務局,総合防災部,防災管理課,令和07年04月10日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,複数の少額支払案件に係る経費支出（令和７年４月分）,"60,000 "
