公金支出情報（令和　７年１２月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,支払額（円）
政策企画局,総務部,秘書課,令和07年12月04日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,鉢付植物の借り入れに係る支出について(11月分),"24,200 "
政策企画局,総務部,秘書課,令和07年12月04日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,大型ディスプレイの借入れに係る支出について(11月分),"38,500 "
政策企画局,総務部,秘書課,令和07年12月04日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,生け花及び造花の購入に係る支出について(11月分),"30,800 "
政策企画局,総務部,秘書課,令和07年12月08日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,令和７年秋の勲章受章者の拝謁に伴う借り上げ料の支出,"33,687 "
政策企画局,総務部,秘書課,令和07年12月08日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,令和７年秋の勲章受章者の拝謁に伴う借り上げ料の支出,"33,137 "
政策企画局,総務部,秘書課,令和07年12月08日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,少額支払案件に係る前渡金の支出(一般需用費・12月分),"133,574 "
政策企画局,総務部,秘書課,令和07年12月08日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る前渡金の支出(役務費・12月分),"14,910 "
政策企画局,総務部,秘書課,令和07年12月09日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,写真の購入その２（単価契約）の支出について,"133,650 "
政策企画局,総務部,秘書課,令和07年12月12日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,複写サービスに関する契約に係る支出について(11月分),"257,074 "
政策企画局,総務部,秘書課,令和07年12月12日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,生花花籠の購入にかかる支出について（１１月分）,"39,600 "
政策企画局,総務部,秘書課,令和07年12月26日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込について(1月分),"9,754 "
政策企画局,総務部,秘書課,令和07年12月26日,一般会計,総務費,政策企画費,管理費,役務費,通信料金の払込みについて(11月分),"184,507 "
政策企画局,総務部,秘書課,令和07年12月26日,一般会計,総務費,政策企画費,管理費,備品購入費,携帯電話機の購入,"468,160 "
政策企画局,総務部,秘書課,令和07年12月26日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,携帯電話機の購入,"374,000 "
政策企画局,総務部,秘書課,令和07年12月26日,一般会計,総務費,政策企画費,管理費,役務費,携帯電話機の購入,"103,950 "
政策企画局,総務部,管理課,令和07年12月03日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,敷布団外５点の借入れに要する経費（１１月分）,"14,575 "
政策企画局,総務部,管理課,令和07年12月03日,一般会計,総務費,政策企画費,管理費,役務費,敷布団外５点の借入れに要する経費（１１月分）,"2,200 "
政策企画局,総務部,管理課,令和07年12月17日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,複写サービスに関する契約に要する経費の支出(11月分),"149,098 "
政策企画局,総務部,管理課,令和07年12月19日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,政策情報作成支援システム用サーバの借入れ（11月分）,"733,700 "
政策企画局,総務部,管理課,令和07年12月19日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,政策情報作成支援システム用端末の借入れ（11月分）,"21,120 "
政策企画局,総務部,管理課,令和07年12月19日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,庁議室放送設備等の借入れに要する経費の支出(11月分),"554,070 "
政策企画局,総務部,管理課,令和07年12月19日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,庁議室AV機器の借入れに要する経費の支出(11月分),"173,580 "
政策企画局,戦略広報部,企画調整課,令和07年12月04日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,生成AIソフトウェアサービスの利用に伴う経費支出,"18,400 "
政策企画局,戦略広報部,企画調整課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,日刊紙の購読に係る経費の支出,"130,020 "
政策企画局,戦略広報部,企画調整課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,役務費,Wi-Fiルーター通信回線に係る経費の支出,"23,400 "
政策企画局,戦略広報部,企画調整課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度裁断機の借入れに係る経費の支出,"16,170 "
政策企画局,戦略広報部,企画調整課,令和07年12月11日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度チケットによるタクシー利用料金の支払,"521,822 "
政策企画局,戦略広報部,企画調整課,令和07年12月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和７年度労働者派遣（秘書事務）（単価契約）の支払,"265,468 "
政策企画局,戦略広報部,企画調整課,令和07年12月19日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,生成AIソフトウエアサービスの利用に伴う経費支出,"36,400 "
政策企画局,戦略広報部,企画調整課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,委託料,R７年度都民の声業務支援DBの運用保守委託に係る支出,"155,557 "
政策企画局,戦略広報部,企画調整課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R７年度シュレッダーの借入れに係る経費の支出,"19,800 "
政策企画局,戦略広報部,企画調整課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R7都民の声業務支援DBサーバ機器等の借入れに係る支出,"335,412 "
政策企画局,戦略広報部,企画調整課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,「都の広報・広聴に関する世論調査」報告書の印刷,"313,357 "
政策企画局,戦略広報部,企画調整課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,R7複写サービスに関する契約(単価契約)の支出(１１月,"234,532 "
政策企画局,戦略広報部,企画調整課,令和07年12月22日,一般会計,生活文化費,都民安全総合対策費,管理費,需用費　一般需用費,R7複写サービスに関する契約(単価契約)の支出(１１月,"3,530 "
政策企画局,戦略広報部,企画調整課,令和07年12月22日,一般会計,生活文化費,生活文化費,都民生活費,需用費　一般需用費,R7複写サービスに関する契約(単価契約)の支出(１１月,"10,681 "
政策企画局,戦略広報部,企画調整課,令和07年12月25日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度都民の声総合窓口運営委託に係る経費の支出,"291,500 "
政策企画局,戦略広報部,企画調整課,令和07年12月25日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和7年度都の広報・広聴に関する世論調査の委託,"7,689,000 "
政策企画局,戦略広報部,企画調整課,令和07年12月26日,一般会計,総務費,政策企画費,広報広聴費,役務費,地上デジタル放送番組情報配信委託の支払いについて,"66,000 "
政策企画局,戦略広報部,企画調整課,令和07年12月26日,一般会計,総務費,政策企画費,広報広聴費,役務費,１２月分  公共料金支払,"6,608 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和７年度都庁総合HP運営用プロバイダ契約,770 
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7「広報東京都」郵便局掲出委託（単契）(10月分）,"910,910 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,腕章の作成,"99,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,都庁舎ＣＡＴＶ設備の修繕,"971,300 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,都庁舎ＣＡＴＶ設備の修繕（幹線分岐増幅器）,"155,100 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,旅費　普通旅費,職員の海外出張旅費の支出について(サウジアラビア),"414,909 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,クラウド基盤サービス利用料にかかる支出（８月分）,"11,150 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,クラウド基盤サービス利用料にかかる支出（９月分）,"11,149 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,１２月分  公共料金支払,"12,870 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,１２月分  公共料金支払,"5,940 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,１２月分  公共料金支払,"5,940 "
政策企画局,戦略広報部,戦略広報課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,１２月分  公共料金支払,"10,304 "
政策企画局,戦略広報部,戦略広報課,令和07年12月02日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7都提供番組「都民ニュース」の制作・放送委託10月,"5,917,670 "
政策企画局,戦略広報部,戦略広報課,令和07年12月02日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度ホームページアクセス解析ツール導入等委託,"32,488,937 "
政策企画局,戦略広報部,戦略広報課,令和07年12月02日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和7年度労働者派遣（単価契約）に係る支出（10月）,"1,592,028 "
政策企画局,戦略広報部,戦略広報課,令和07年12月02日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度都民の意識調査実施委託,"3,278,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月02日,一般会計,総務費,政策企画費,広報広聴費,報償費,法律相談の実施について,"22,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月02日,一般会計,総務費,政策企画費,広報広聴費,役務費,法律相談の実施について,270 
政策企画局,戦略広報部,戦略広報課,令和07年12月04日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都政記録写真管理システム用パソコンの賃借,"8,690 "
政策企画局,戦略広報部,戦略広報課,令和07年12月04日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度都政記録写真WEB検索システム業務委託,"226,600 "
政策企画局,戦略広報部,戦略広報課,令和07年12月04日,一般会計,総務費,政策企画費,広報広聴費,役務費,Ｒ７ＣＨＴＶ業務用プロバイダ契約に伴う支出,"1,100 "
政策企画局,戦略広報部,戦略広報課,令和07年12月05日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,シティホールテレビNXCAMカムコーダーの修理,"63,800 "
政策企画局,戦略広報部,戦略広報課,令和07年12月05日,一般会計,総務費,政策企画費,広報広聴費,役務費,シティホールテレビNXCAMカムコーダーの修理,220 
政策企画局,戦略広報部,戦略広報課,令和07年12月05日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,シティホールテレビXDCAMメモリーカムコーダーの修理,"151,800 "
政策企画局,戦略広報部,戦略広報課,令和07年12月05日,一般会計,総務費,政策企画費,広報広聴費,委託料,シティホールテレビXDCAMメモリーカムコーダーの修理,220 
政策企画局,戦略広報部,戦略広報課,令和07年12月08日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,複数少額支払に係る資金前渡（一般需用費：12月分）,"5,055 "
政策企画局,戦略広報部,戦略広報課,令和07年12月08日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,複数少額支払に係る資金前渡（使用賃：12月分）,"2,480 "
政策企画局,戦略広報部,戦略広報課,令和07年12月08日,一般会計,総務費,政策企画費,広報広聴費,役務費,複数少額支払に係る資金前渡（役務費：12月分）,"13,406 "
政策企画局,戦略広報部,戦略広報課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都庁総合HP運営に係る機器等の借入れ(長期継続契約),"138,050 "
政策企画局,戦略広報部,戦略広報課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7下都提供番組「東京ｲﾝﾌｫﾒｰｼｮﾝ」制作・放送委託10月,"8,460,530 "
政策企画局,戦略広報部,戦略広報課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7下都提供番組「東京ｲﾝﾌｫﾒｰｼｮﾝ」制作・放送委託10月,"363,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7手話通訳業務委託に伴う支出（９月分）,"129,800 "
政策企画局,戦略広報部,戦略広報課,令和07年12月09日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7手話通訳業務委託に伴う支出（10月分）,"64,900 "
政策企画局,戦略広報部,戦略広報課,令和07年12月10日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R7「東京動画用」機材の賃借（長期継続）に係る支出,"26,620 "
政策企画局,戦略広報部,戦略広報課,令和07年12月10日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ＣＨＴＶ映像スタジオ設備の借入れ（再リース）（R7）,"322,278 "
政策企画局,戦略広報部,戦略広報課,令和07年12月10日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ＣＨＴＶスタジオ機器等の借入れ（長期継続契約）,"767,800 "
政策企画局,戦略広報部,戦略広報課,令和07年12月10日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和7年度固定IPアドレスの利用契約に係る支出,"10,780 "
政策企画局,戦略広報部,戦略広報課,令和07年12月11日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7CHTV番組制作･放送等の委託（単価契約）（９月分）,"3,862,100 "
政策企画局,戦略広報部,戦略広報課,令和07年12月11日,一般会計,総務費,政策企画費,広報広聴費,委託料,広報東京都音声版の製作・配布委託（単価契約）10月分,"1,245,380 "
政策企画局,戦略広報部,戦略広報課,令和07年12月11日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7CHTV番組制作･放送等の委託（単価契約）（10月分）,"3,649,800 "
政策企画局,戦略広報部,戦略広報課,令和07年12月11日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7都庁総合HP英語版の移行等委託の支出(11月分),"14,697,430 "
政策企画局,戦略広報部,戦略広報課,令和07年12月11日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7「広報東京都」郵便局掲出委託（単契）11月分,"910,910 "
政策企画局,戦略広報部,戦略広報課,令和07年12月12日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度都庁総合HPアーカイブ動画配信保守委託,"110,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月12日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7 都提供番組東京GOOD!東京交差点制作・放送委託11月,"30,605,520 "
政策企画局,戦略広報部,戦略広報課,令和07年12月12日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7 都提供番組東京GOOD!東京交差点制作・放送委託11月,"862,743 "
政策企画局,戦略広報部,戦略広報課,令和07年12月15日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度プロンプター機材の賃借（長期継続契約）,"151,910 "
政策企画局,戦略広報部,戦略広報課,令和07年12月15日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度「東京動画」制作用機材の賃借,"39,820 "
政策企画局,戦略広報部,戦略広報課,令和07年12月15日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,「東京動画」更新用機材の賃借（長期継続契約）,"21,417 "
政策企画局,戦略広報部,戦略広報課,令和07年12月15日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都庁総合ホームページ管理用サーバ機器等の借入れ,"47,850 "
政策企画局,戦略広報部,戦略広報課,令和07年12月15日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,デスクトップパソコン外の賃借（長期継続契約）,"27,500 "
政策企画局,戦略広報部,戦略広報課,令和07年12月16日,一般会計,福祉費,福祉管理費,管理費,委託料,令和７年度　統合ＣＭＳの運用等に係る業務委託,"165,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度　統合ＣＭＳの運用等に係る業務委託,"52,872,041 "
政策企画局,戦略広報部,戦略広報課,令和07年12月16日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7「広報東京都」下半期分の配布委託（10月分11月号）,"23,755,450 "
政策企画局,戦略広報部,戦略広報課,令和07年12月19日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R7「東京動画用」機材の賃借（長期継続）に係る支出,"26,620 "
政策企画局,戦略広報部,戦略広報課,令和07年12月19日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ＣＨＴＶ映像スタジオ設備の借入れ（再リース）（R7）,"322,278 "
政策企画局,戦略広報部,戦略広報課,令和07年12月19日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ＣＨＴＶスタジオ機器等の借入れ（長期継続契約）,"767,800 "
政策企画局,戦略広報部,戦略広報課,令和07年12月19日,一般会計,総務費,政策企画費,広報広聴費,報償費,デジタル広報フェローへの謝礼金の支出（11月分）,"10,955 "
政策企画局,戦略広報部,戦略広報課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7ﾃﾚﾋﾞﾗｼﾞｵ視聴率聴取率資料購入･集計ｻｰﾋﾞｽ利用11月分,"209,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度「広報東京都」電子チラシの配信及び掲載,"55,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,委託料,広報東京都こども版作成編集WEBサイト運営等業務委託,"2,566,300 "
政策企画局,戦略広報部,戦略広報課,令和07年12月22日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,R7「広報東京都」下半期分印刷（11月分12月号）,"14,298,900 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度「ＷＥＢ広報東京都」の保守・運用委託,"1,353,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7都提供番組都政情報を発信する番組制作放送委託11月,"13,922,902 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7都提供番組都政情報を発信する番組制作放送委託11月,"577,500 "
